Session,User,Query,Code,Page_number,Ranking_position,c_i,Sum_c,Jaccard Similarity Coeficient,c_i + Jaccard,Sum_(c_i + Jaccard),m_i,gamma_r_ij,p_i,m_i/p_i,log_2 m_i/p_i,H_parcial,H_Total,D_kg,D_kg_round
,,,SMI6,,,0,1,0,0,1,0,0,0,NA,,,,,
,,Posse precária,SMI2,,,0,1,0,0,2,0,0,0,NA,,,,,
,,,SMI6,,,0,1,0,0,2,0,0,0,NA,,,,,
,,,PT3,1,1,1,2,0,1,2,"0,5",1,1,"0,5",-1,-1,-1,"0,02","0,02"
,,,-,1,2,1,3,0,1,2,"0,5","0,98","0,98","0,5102040816","-0,9708536543","-0,9514365813","-1,951436581","0,02951436581","0,03"
,,,-,1,3,1,4,0,1,2,"0,5",1,1,"0,5",-1,-1,"-2,951436581","0,03951436581","0,04"
,,,SMI7,,,0,4,0,0,2,0,0,0,NA,,,,,
,,,E2,,,0,4,0,0,2,0,0,0,NA,,,,,
,,,E3,,,0,4,0,0,2,0,0,0,NA,,,,,
8_2,USER_8,Vênia conjugal locação,SMI2,,,0,0,0,0,1,0,0,0,NA,,,,,
,,,SMI6,,,0,0,0,0,1,0,0,0,NA,,,,,
,,,PT3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,"0,01","0,01"
,,,-,1,2,1,2,0,1,1,1,"0,98","0,98","1,020408163","0,02914634566","0,02856341875","0,02856341875","0,009714365813","0,01"
,,,-,1,3,1,3,0,1,1,1,1,1,1,0,0,"0,02856341875","0,009714365813","0,01"
,,,-,1,4,1,4,0,1,1,1,1,1,1,0,0,"0,02856341875","0,009714365813","0,01"
,,,E3,,,0,4,0,0,1,0,0,0,NA,,,,,
,,Direito de retomada manifestação,SMI2,,,0,4,0,0,2,0,0,0,NA,,,,,
,,,SMI6,,,0,4,0,0,2,0,0,0,NA,,,,,
,,,PT3,1,1,1,5,0,1,2,"0,5",1,1,"0,5",-1,-1,"-0,9714365813","0,01971436581","0,02"
,,,-,1,2,1,6,0,1,2,"0,5","0,98","0,98","0,5102040816","-0,9708536543","-0,9514365813","-1,922873163","0,02922873163","0,03"
,,Direito de retomada locação manifestação,PT1,,,0,6,"0,8","0,8","3,8","0,2105263158",0,0,NA,,,,,
,,,SMI6,1,1,1,7,"0,8","1,8","3,8","0,4736842105",1,1,"0,4736842105","-1,078002512","-1,078002512","-3,000875675","0,04000875675","0,04"
,,Retomada locação manifestação,SMI2,,,0,7,"0,3333333333","0,3333333333","5,133333333","0,06493506494",0,0,NA,,,,,
,,,SMI6,,,0,7,"0,3333333333","0,3333333333","5,133333333","0,06493506494",0,0,NA,,,,,
,,,PT3,1,1,1,8,"0,3333333333","1,333333333","5,133333333","0,2597402597",1,1,"0,2597402597","-1,944858446","-1,944858446","-4,94573412","0,0594573412","0,06"
,,,-,1,2,1,9,"0,3333333333","1,333333333","5,133333333","0,2597402597","0,98","0,98","0,2650410814","-1,9157121","-1,877397858","-6,823131978","0,07823131978","0,08"
,,,-,1,3,1,10,"0,3333333333","1,333333333","5,133333333","0,2597402597",1,1,"0,2597402597","-1,944858446","-1,944858446","-8,767990424","0,09767990424","0,10"
,,Retomada locação expressa,TE1,,,0,10,"0,5","0,5","6,633333333","0,07537688442",0,0,NA,,,,,
,,,PT3,1,1,1,11,"0,5","1,5","6,633333333","0,2261306533",1,1,"0,2261306533","-2,144771524","-2,144771524","-10,91276195","0,1191276195","0,12"
,,,-,1,2,1,12,"0,5","1,5","6,633333333","0,2261306533","0,98","0,98","0,2307455646","-2,115625179","-2,073312675","-12,98607462","0,1398607462","0,14"
,,,E3,,,0,12,"0,5","0,5","6,633333333","0,07537688442",0,0,NA,,,,,
8_3,USER_8,Dano moral extravio de bagagem voo doméstico,SMI2,,,0,0,0,0,1,0,0,0,NA,,,,,
,,,SMI6,,,0,0,0,0,1,0,0,0,NA,,,,,
,,,PT3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,"0,01","0,01"
,,,-,1,2,1,2,0,1,1,1,"0,98","0,98","1,020408163","0,02914634566","0,02856341875","0,02856341875","0,009714365813","0,01"
,,,-,1,3,1,3,0,1,1,1,1,1,1,0,0,"0,02856341875","0,009714365813","0,01"
,,,E2,,,0,3,0,0,1,0,0,0,NA,,,,,
,,,E3,,,0,3,0,0,1,0,0,0,NA,,,,,
,,Dano moral cancelamento de voo configuração,SMI2,,,0,3,"0,4444444444","0,4444444444","2,444444444","0,1818181818",0,0,NA,,,,,
,,,SMI6,,,0,3,"0,4444444444","0,4444444444","2,444444444","0,1818181818",0,0,NA,,,,,
,,,PT3,1,1,1,4,"0,4444444444","1,444444444","2,444444444","0,5909090909",1,1,"0,5909090909","-0,7589919005","-0,7589919005","-0,7304284817","0,01730428482","0,02"
,,,-,1,2,1,5,"0,4444444444","1,444444444","2,444444444","0,5909090909","0,98","0,98","0,6029684601","-0,7298455548","-0,7152486437","-1,445677125","0,02445677125","0,02"
,,,E2,,,0,5,"0,4444444444","0,4444444444","2,444444444","0,1818181818",0,0,NA,,,,,
,,Dano moral abalo psicológico,SMI2,,,0,5,"0,25","0,25","3,694444444","0,06766917293",0,0,NA,,,,,
,,,SMI6,1,1,1,6,"0,25","1,25","3,694444444","0,3383458647",1,1,"0,3383458647","-1,563429339","-1,563429339","-3,009106465","0,04009106465","0,04"
,,,E3,,,0,6,"0,25","0,25","3,694444444","0,06766917293",0,0,NA,,,,,
9_1,USER_9,jus possidendi e jus possessionis,C4,,,0,0,0,0,0,0,0,0,NA,,,,,
,,,SMI2,,,0,0,0,0,0,0,0,0,NA,,,,,
,,jus possidendi e jus possessionis,SMI3,,,0,0,1,1,2,"0,5",0,0,NA,,,,,
,,,SMI6,1,1,1,1,1,2,2,1,1,1,1,0,0,0,"0,01","0,01"
,,,E3,,,0,1,1,1,2,"0,5",0,0,NA,,,,,
9_2,USER_9,Quais tipos de benfeitorias realizadas pelo locatário serão indenizáveis pelo locador ao final da locação,SMI2,,,0,0,0,0,1,0,0,0,NA,,,,,
,,,PT3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,"0,01","0,01"
,,,-,1,2,1,2,0,1,1,1,"0,98","0,98","1,020408163","0,02914634566","0,02856341875","0,02856341875","0,009714365813","0,01"
,,Benfeitorias necessárias e benfeitorias úteis,SMI2,,,0,2,"0,05555555556","0,05555555556","2,055555556","0,02702702703",0,0,NA,,,,,
,,,SMI6,1,1,1,3,"0,05555555556","1,055555556","2,055555556","0,5135135135",1,1,"0,5135135135","-0,9615258522","-0,9615258522","-0,9329624334","0,01932962433","0,02"
,,Ação renovatória de locação é obrigatório constar na contestação o pedido de retomada do imóvel,SMI2,,,0,3,0,0,"2,055555556",0,0,0,NA,,,,,
,,,SMI6,,,0,3,0,0,"2,055555556",0,0,0,NA,,,,,
,,Ação renovatória e o direito de retomada,TE1,,,0,3,"0,3125","0,3125","3,368055556","0,09278350515",0,0,NA,,,,,
,,,PT3,1,1,1,4,"0,3125","1,3125","3,368055556","0,3896907216",1,1,"0,3896907216","-1,359598513","-1,359598513","-2,292560946","0,03292560946","0,03"
,,,-,1,2,1,5,"0,3125","1,3125","3,368055556","0,3896907216","0,98","0,98","0,3976435935","-1,330452167","-1,303843124","-3,59640407","0,0459640407","0,05"
,,,-,1,3,1,6,"0,3125","1,3125","3,368055556","0,3896907216",1,1,"0,3896907216","-1,359598513","-1,359598513","-4,956002583","0,05956002583","0,06"
,,Contestação da ação renovatória de locação tem como requisito o pedido de retomada do imóvel,TE1,,,0,6,"0,2352941176","0,2352941176","3,603349673","0,06529871897",0,0,NA,,,,,
,,,SMI6,,,0,6,"0,2352941176","0,2352941176","3,603349673","0,06529871897",0,0,NA,,,,,
,,"O direito de retomada tem que ser exercido expressamente, pelo locador, quando da defesa de uma ação renovatória de aluguel ajuizada pelo locatário",TE1,,,0,6,"0,2142857143","0,2142857143","4,817635387","0,04447943795",0,0,NA,,,,,
,,,PT3,1,1,1,7,"0,2142857143","1,214285714","4,817635387","0,2520501484",1,1,"0,2520501484","-1,988217291","-1,988217291","-6,944219874","0,07944219874","0,08"
,,,-,1,2,1,8,"0,2142857143","1,214285714","4,817635387","0,2520501484","0,98","0,98","0,257194029","-1,959070946","-1,919889527","-8,864109401","0,09864109401","0,10"
,,,-,1,3,1,9,"0,2142857143","1,214285714","4,817635387","0,2520501484",1,1,"0,2520501484","-1,988217291","-1,988217291","-10,85232669","0,1185232669","0,12"
,,O direito de retomada expresso é requisito para o locador,TE1,,,0,9,"0,1538461538","0,1538461538","5,971481541","0,02576348144",0,0,NA,,,,,
,,,PT3,1,1,1,10,"0,1538461538","1,153846154","5,971481541","0,1932261108",1,1,"0,1932261108","-2,371638035","-2,371638035","-13,22396473","0,1422396473","0,14"
,,,-,1,2,1,11,"0,1538461538","1,153846154","5,971481541","0,1932261108","0,98","0,98","0,1971695008","-2,342491689","-2,295641856","-15,51960658","0,1651960658","0,17"
,,,-,1,3,1,12,"0,1538461538","1,153846154","5,971481541","0,1932261108",1,1,"0,1932261108","-2,371638035","-2,371638035","-17,89124462","0,1889124462","0,19"
,,O direito de retomada expresso é requisito para o locador,TE1,,,0,12,1,1,"6,971481541","0,1434415331",0,0,NA,,,,,
,,Direito de retomada na locação,TE1,,,0,12,"0,1538461538","0,1538461538","8,125327695","0,0189341476",0,0,NA,,,,,
,,,PT3,1,1,1,13,"0,1538461538","1,153846154","8,125327695","0,142006107",1,1,"0,142006107","-2,815975121","-2,815975121","-20,70721974","0,2170721974","0,22"
,,,-,1,2,1,14,"0,1538461538","1,153846154","8,125327695","0,142006107","0,98","0,98","0,1449041908","-2,786828775","-2,7310922","-23,43831194","0,2443831194","0,24"
,,,-,1,3,1,15,"0,1538461538","1,153846154","8,125327695","0,142006107",1,1,"0,142006107","-2,815975121","-2,815975121","-26,25428706","0,2725428706","0,27"
,,Requisito para o direito de retomada da locação,PT1,,,0,15,"0,3","0,3","9,425327695","0,03182913207",0,0,NA,,,,,
,,,PT3,1,1,1,16,"0,3","1,3","9,425327695","0,137926239",1,1,"0,137926239","-2,858031155","-2,858031155","-29,11231821","0,3011231821","0,30"
,,,-,1,2,1,17,"0,3","1,3","9,425327695","0,137926239","0,98","0,98","0,1407410602","-2,828884809","-2,772307113","-31,88462533","0,3288462533","0,33"
,,,-,1,3,1,18,"0,3","1,3","9,425327695","0,137926239",1,1,"0,137926239","-2,858031155","-2,858031155","-34,74265648","0,3574265648","0,36"
,,,SMI6,1,4,1,19,"0,3","1,3","9,425327695","0,137926239",1,1,"0,137926239","-2,858031155","-2,858031155","-37,60068764","0,3860068764","0,39"
,,,C6,1,5,1,20,"0,3","1,3","9,425327695","0,137926239",1,1,"0,137926239","-2,858031155","-2,858031155","-40,45871879","0,4145871879","0,41"
,,,SMI6,,,0,20,"0,3","0,3","9,425327695","0,03182913207",0,0,NA,,,,,
,,Pedido expresso de retomada do imóvel deve ser analizado caso a caso,SMI2,1,4,1,21,"0,1176470588","1,117647059","10,54297475","0,106008701","0,82","0,82","0,1292789037","-2,951441226","-2,420181805","-42,8789006","0,438789006","0,44"
,,,SMI6,,,0,21,"0,1176470588","0,1176470588","10,54297475","0,01115881064",0,0,NA,,,,,
,,,C6,1,6,1,22,"0,1176470588","1,117647059","10,54297475","0,106008701","0,63","0,63","0,1682677794","-2,571169145","-1,619836561","-44,49873716","0,4549873716","0,45"
,,,SMI6,,,0,22,"0,1176470588","0,1176470588","10,54297475","0,01115881064",0,0,NA,,,,,
,,,E2,,,0,22,"0,1176470588","0,1176470588","10,54297475","0,01115881064",0,0,NA,,,,,
,,,E3,,,0,22,"0,1176470588","0,1176470588","10,54297475","0,01115881064",0,0,NA,,,,,
9_3,USER_9,Aplicação do código de defesa do consumidor nos casos de responsabildade civil de companhias aéreas em voo internacional,SMI2,,,0,0,0,0,0,0,0,0,NA,,,,,
,,,SMI6,,,0,0,0,0,0,0,0,0,NA,,,,,
,,Repercussão geral aplicação do CDC nas indenizações de voos internacionais,TE1,,,0,0,"0,08695652174","0,08695652174","0,08695652174",1,0,0,NA,,,,,
,,,SMI6,,,0,0,"0,08695652174","0,08695652174","0,08695652174",1,0,0,NA,,,,,
,,Repercussão geral e a aplicação das convenções internacionais na responsabilidade civil das companhias aéreas internacionais,TE1,,,0,0,"0,2105263158","0,2105263158","1,297482838","0,1622574956",0,0,NA,,,,,
,,,SMI6,1,1,1,1,"0,2105263158","1,210526316","1,297482838","0,9329805996",1,1,"0,9329805996","-0,1000810128","-0,1000810128","-0,1000810128","0,01100081013","0,01"
,,Responsabilidade civil das companhias aéreas internacionais CDC ou convenções internacionais,TE1,,,0,1,"0,375","0,375","2,672482838","0,1403189554",0,0,NA,,,,,
,,,PT3,1,1,1,2,"0,375","1,375","2,672482838","0,5145028363",1,1,"0,5145028363","-0,9587490645","-0,9587490645","-1,058830077","0,02058830077","0,02"
,,,,1,2,1,3,"0,375","1,375","2,672482838","0,5145028363","0,98","0,98","0,5250028942","-0,9296027188","-0,9110106644","-1,969840742","0,02969840742","0,03"
,,,E2,,,0,3,"0,375","0,375","2,672482838","0,1403189554",0,0,NA,,,,,
,,,E3,,,0,3,"0,375","0,375","2,672482838","0,1403189554",0,0,NA,,,,,
10_1,USER_10,Tipos de posse,C4,,,0,0,0,0,1,0,0,0,NA,,,,,
,,,SMI5,1,3,1,1,0,1,1,1,"0,95","0,95","1,052631579","0,07400058144","0,07030055237","0,07030055237","0,009296994476","0,01"
,,,SMI6,,,0,1,0,0,1,0,0,0,NA,,,,,
,,,SMI8,,,0,1,0,0,1,0,0,0,NA,,,,,
,,,C6,,,0,1,0,0,1,0,0,0,NA,,,,,
,,Código civil,TE1,1,1,1,2,0,1,2,"0,5",1,1,"0,5",-1,-1,"-0,9296994476","0,01929699448","0,02"
,,,SMI8,,,0,2,0,0,2,0,0,0,NA,,,,,
,,,SMI7,,,0,2,0,0,2,0,0,0,NA,,,,,
,,,C6,,,0,2,0,0,2,0,0,0,NA,,,,,
,,Posse precária,TE1,,,0,2,0,0,3,0,,0,NA,,,,,
,,,C8,,,0,2,0,0,3,0,,0,NA,,,,,
,,,SMI5,,,0,2,0,0,3,0,,0,NA,,,,,
,,,SMI6,1,1,1,3,0,1,3,"0,3333333333",1,1,"0,3333333333","-1,584962501","-1,584962501","-2,514661948","0,03514661948","0,04"
,,,SMI7,,,0,3,0,0,3,0,0,0,NA,,,,,
,,,C6,,,0,3,0,0,3,0,0,0,NA,,,,,
,,,C9,1,2,1,4,0,1,3,"0,3333333333","0,98","0,98","0,3401360544","-1,555816155","-1,524699832","-4,03936178","0,0503936178","0,05"
,,,SMI6,,,0,4,0,0,3,0,0,0,NA,,,,,
,,,SMI7,,,0,4,0,0,3,0,0,0,NA,,,,,
,,,E2,,,0,4,0,0,3,0,0,0,NA,,,,,
,,jus possidendi,SMI2,,,0,4,0,0,3,0,0,0,NA,,,,,
,,,SMI5,,,0,4,0,0,3,0,0,0,NA,,,,,
,,jus possessionis e jus possidendi,PT1,,,0,4,"0,5","0,5","4,5","0,1111111111",0,0,NA,,,,,
,,,SMI6,,,0,4,"0,5","0,5","4,5","0,1111111111",0,0,NA,,,,,
,,,SMI5,1,1,1,5,"0,5","1,5","4,5","0,3333333333",1,1,"0,3333333333","-1,584962501","-1,584962501","-5,624324281","0,06624324281","0,07"
,,,SMI6,,,0,5,"0,5","0,5","4,5","0,1111111111",0,0,NA,,,,,
,,,SMI8,,,0,5,"0,5","0,5","4,5","0,1111111111",0,0,NA,,,,,
,,,C6,1,3,1,6,"0,5","1,5","4,5","0,3333333333","0,62","0,62","0,5376344086","-0,8953026213","-0,5550876252","-6,179411906","0,07179411906","0,07"
,,,SMI8,,,0,6,"0,5","0,5","4,5","0,1111111111",0,0,NA,,,,,
,,"AgInt no REsp: 1952242 SE 2021/0217220-8, Relator: Ministro LUIS FELIPE SALOMÃO, Data de Julgamento: 14/12/2021, T4 - QUARTA TURMA, Data de Publicação: DJe 01/02/2022",SMI2,,,0,6,0,0,"4,5",0,0,0,NA,,,,,
,,AgInt no REsp: 1952242,SMI2,1,1,1,7,"0,1818181818","1,181818182","5,681818182","0,208",1,1,"0,208","-2,265344567","-2,265344567","-8,444756473","0,09444756473","0,09"
,,,SMI6,,,0,7,"0,1818181818","0,1818181818","5,681818182","0,032",0,0,NA,,,,,
,,,SMI5,,,0,7,"0,1818181818","0,1818181818","5,681818182","0,032",0,0,NA,,,,,
,,,SMI8,,,0,7,"0,1818181818","0,1818181818","5,681818182","0,032",0,0,NA,,,,,
,,,E2,,,0,7,"0,1818181818","0,1818181818","5,681818182","0,032",0,0,NA,,,,,
,,,E3,,,0,7,"0,1818181818","0,1818181818","5,681818182","0,032",0,0,NA,,,,,
10_2,USER_10,Lei do inquilinato,C4,1,1,1,1,0,1,1,1,1,1,1,0,0,0,"0,01","0,01"
,,,SMI6,,,0,1,0,0,1,0,0,0,NA,,,,,
,,,SMI8,,,0,1,0,0,1,0,0,0,NA,,,,,
,,,C6,,,0,1,0,0,1,0,0,0,NA,,,,,
,,Lei do inquilinato estabelecimento comercial,PT1,,,0,1,"0,6","0,6","1,6","0,375",0,0,NA,,,,,
,,,SMI5,,,0,1,"0,6","0,6","1,6","0,375",0,0,NA,,,,,
,,"Lei do inquilinato ""estabelecimento comercial""",TE1,,,0,1,1,1,"3,6","0,2777777778",0,0,NA,,,,,
,,,SMI5,1,1,1,2,1,2,"3,6","0,5555555556",1,1,"0,5555555556","-0,8479969066","-0,8479969066","-0,8479969066","0,01847996907","0,02"
,,,SMI6,,,0,2,1,1,"3,6","0,2777777778",0,0,NA,,,,,
,,Lei do inquilinato,C6,1,1,1,3,"0,6","1,6","5,2","0,3076923077",1,1,"0,3076923077","-1,700439718","-1,700439718","-2,548436625","0,03548436625","0,04"
,,,SMI6,,,0,3,"0,6","0,6","5,2","0,1153846154",0,0,NA,,,,,
,,Lei n0 8245,TE2,1,1,1,4,"0,2","1,2","6,4","0,1875",1,1,"0,1875","-2,415037499","-2,415037499","-4,963474124","0,05963474124","0,06"
,,,SMI6,,,0,4,"0,2","0,2","6,4","0,03125",0,0,NA,,,,,
,,,PT3,,,0,4,"0,2","0,2","6,4","0,03125",0,0,NA,,,,,
,,,E2,,,0,4,"0,2","0,2","6,4","0,03125",0,0,NA,,,,,
,,responsabilidade solidária locador locatário,SMI2,,,0,4,0,0,"6,4",0,0,0,NA,,,,,
,,responsabilidade solidária entre locatários,TE1,,,0,4,"0,3333333333","0,3333333333","7,733333333","0,04310344828",0,0,NA,,,,,
,,,SMI5,1,3,1,5,"0,3333333333","1,333333333","7,733333333","0,1724137931","0,95","0,95","0,1814882033","-2,462052319","-2,338949703","-7,302423827","0,08302423827","0,08"
,,,C6,,,0,5,"0,3333333333","0,3333333333","7,733333333","0,04310344828",0,0,NA,,,,,
,,responsabilidade solidária entre locatários lei,PT1,,,0,5,"0,8","0,8","8,533333333","0,09375",0,0,NA,,,,,
,,responsabilidade solidária entre vários locatários,TE1,1,1,1,6,"0,6666666667","1,666666667","10,2","0,1633986928",1,1,"0,1633986928","-2,613531653","-2,613531653","-9,91595548","0,1091595548","0,11"
,,,PT3,,,0,6,"0,6666666667","0,6666666667","10,2","0,06535947712",0,0,NA,,,,,
,,,SMI8,,,0,6,"0,6666666667","0,6666666667","10,2","0,06535947712",0,0,NA,,,,,
,,,C6,,,0,6,"0,6666666667","0,6666666667","10,2","0,06535947712",0,0,NA,,,,,
,,,C8,1,4,1,7,"0,6666666667","1,666666667","10,2","0,1633986928","0,42","0,42","0,3890445067","-1,361992886","-0,5720370121","-10,48799249","0,1148799249","0,11"
,,,SMI6,,,0,7,"0,6666666667","0,6666666667","10,2","0,06535947712",0,0,NA,,,,,
,,,C6,,,0,7,"0,6666666667","0,6666666667","10,2","0,06535947712",0,0,NA,,,,,
,,Vênia conjugal prazo de locação,SMI2,1,2,1,8,0,1,"11,2","0,08928571429",1,1,"0,08928571429","-3,485426827","-3,485426827","-13,97341932","0,1497341932","0,15"
,,,SMI6,,,0,8,0,0,"11,2",0,0,0,NA,,,,,
,,,PT3,,,0,8,0,0,"11,2",0,0,0,NA,,,,,
,,Sub rogação locação,TE1,1,2,1,9,"0,1428571429","1,142857143","12,34285714","0,09259259259",1,1,"0,09259259259","-3,432959407","-3,432959407","-17,40637873","0,1840637873","0,18"
,,,SMI6,,,0,9,"0,1428571429","0,1428571429","12,34285714","0,01157407407",0,0,NA,,,,,
,,,PT3,,,0,9,"0,1428571429","0,1428571429","12,34285714","0,01157407407",0,0,NA,,,,,
,,"Inquilinato Aluguel, Tributos, Encargos e Despesas Ordinárias",SMI2,,,0,9,0,0,"12,34285714",0,0,0,NA,,,,,
,,,SMI8,,,0,9,0,0,"12,34285714",0,0,0,NA,,,,,
,,,PT3,,,0,9,0,0,"12,34285714",0,0,0,NA,,,,,
,,,E2,,,0,9,0,0,"12,34285714",0,0,0,NA,,,,,
,,"o direito de retomada tem que ser exercido expressamente, pelo locador, quando da defesa em uma ação renovatória de aluguel ajuizada pelo locatário",SMI2,,,0,9,0,0,"12,34285714",0,0,0,NA,,,,,
,,,SMI5,,,0,9,0,0,"12,34285714",0,0,0,NA,,,,,
,,o direito de retomada locador,SMI2,1,2,1,10,"0,1818181818","1,181818182","13,52467532","0,08738236989",1,1,"0,08738236989","-3,516513956","-3,516513956","-20,92289268","0,2192289268","0,22"
,,,SMI6,,,0,10,"0,1818181818","0,1818181818","13,52467532","0,01344344152",0,0,NA,,,,,
,,,C6,1,3,1,11,"0,1818181818","1,181818182","13,52467532","0,08738236989",1,1,"0,08738236989","-3,516513956","-3,516513956","-24,43940664","0,2543940664","0,25"
,,,SMI8,,,0,11,"0,1818181818","0,1818181818","13,52467532","0,01344344152",0,0,NA,,,,,
,,interpretação lógico-sistemática das causas de pedir da ação podem permitir a verificação do exercício do direito de retomada mesmo sem pedido expresso na defesa,SMI2,,,0,11,"0,125","0,125","13,64967532","0,009157726981",0,0,NA,,,,,
,,Defesa vazia locador,SMI2,,,0,11,0,0,"14,64967532",0,0,0,NA,,,,,
,,,SMI5,1,2,1,12,0,1,"14,64967532","0,06826089847",1,1,"0,06826089847","-3,872796786","-3,872796786","-28,31220342","0,2931220342","0,29"
,,"A retomada é, por sua natureza, um direito que o locador opõe ao direito de renovação exercido pelo locatário. Não é pura e simplesmente defesa; não consiste em negar os fundamentos jurídicos do pedido do autor, mas sim em pleitear direito próprio, que objetiva a extinção do direito à renovação e restituição do prédio",TE1,,,0,12,"0,02173913043","0,02173913043","14,67141446","0,001481733782",0,0,NA,,,,,
,,direito de renovação locador locatário,TE1,1,3,1,13,"0,08888888889","1,088888889","15,76030334","0,06909060474","0,95","0,95","0,07272695236","-3,781366069","-3,592297765","-31,90450119","0,3290450119","0,33"
,,,SMI8,,,0,13,"0,08888888889","0,08888888889","15,76030334","0,005640049366",0,0,NA,,,,,
,,,PT3,,,0,13,"0,08888888889","0,08888888889","15,76030334","0,005640049366",0,0,NA,,,,,
,,ação renovatória de locação de imóvel comercial defesa locador,TE1,,,0,13,"0,1818181818","0,1818181818","15,94212153","0,01140489247",0,0,NA,,,,,
,,,PT3,,,0,13,"0,1818181818","0,1818181818","15,94212153","0,01140489247",0,0,NA,,,,,
,,ação renovatória inércia locador,TE1,1,1,1,14,"0,3333333333","1,333333333","17,27545486","0,07718079461",1,1,"0,07718079461","-3,695614293","-3,695614293","-35,60011548","0,3660011548","0,37"
,,,SMI5,,,0,14,"0,3333333333","0,3333333333","17,27545486","0,01929519865",0,0,NA,,,,,
,,,SMI6,,,0,14,"0,3333333333","0,3333333333","17,27545486","0,01929519865",0,0,NA,,,,,
,,Exercício do direito de retomada locador sem pedido expresso,TE1,,,0,14,"0,08333333333","0,08333333333","17,35878819","0,004800642326",0,0,NA,,,,,
,,,E2,,,0,14,"0,08333333333","0,08333333333","17,35878819","0,004800642326",0,0,NA,,,,,
,,,E3,,,0,14,"0,08333333333","0,08333333333","17,35878819","0,004800642326",0,0,NA,,,,,
10_3,USER_10,Declaração especial de valor de bagagem,SMI3,1,7,1,1,0,1,1,1,"0,47","0,47","2,127659574","1,089267338","0,5119556489","0,5119556489","0,004880443511","0,00"
,,,SMI5,,,0,1,0,0,1,0,0,0,NA,,,,,
,,,SMI8,,,0,1,0,0,1,0,0,0,NA,,,,,
,,Convenção de Montreal,SMI2,,,0,1,"0,1428571429","0,1428571429","2,142857143","0,06666666667",0,0,NA,,,,,
,,,SMI5,1,1,1,2,"0,1428571429","1,142857143","2,142857143","0,5333333333",1,1,"0,5333333333","-0,9068905956","-0,9068905956","-0,3949349467","0,01394934947","0,01"
,,,SMI8,,,0,2,"0,1428571429","0,1428571429","2,142857143","0,06666666667",0,0,NA,,,,,
,,STJ atraso de voo internacional,SMI2,1,1,1,3,"0,1428571429","1,142857143","3,285714286","0,347826087",1,1,"0,347826087","-1,523561956","-1,523561956","-1,918496903","0,02918496903","0,03"
,,,SMI6,,,0,3,"0,1428571429","0,1428571429","3,285714286","0,04347826087",0,0,NA,,,,,
,,,E2,,,0,3,"0,1428571429","0,1428571429","3,285714286","0,04347826087",0,0,NA,,,,,
,,,SMI5,1,4,1,4,"0,1428571429","1,142857143","3,285714286","0,347826087","0,42","0,42","0,8281573499","-0,2720231891","-0,1142497394","-2,032746642","0,03032746642","0,03"
,,,C6,,,0,4,"0,1428571429","0,1428571429","3,285714286","0,04347826087",0,0,NA,,,,,
,,,SMI5,1,5,1,5,"0,1428571429","1,142857143","3,285714286","0,347826087",1,1,"0,347826087","-1,523561956","-1,523561956","-3,556308598","0,04556308598","0,05"
,,,C6,,,0,5,"0,1428571429","0,1428571429","3,285714286","0,04347826087",0,0,NA,,,,,
,,,SMI5,1,6,1,6,"0,1428571429","1,142857143","3,285714286","0,347826087",1,1,"0,347826087","-1,523561956","-1,523561956","-5,079870554","0,06079870554","0,06"
,,,PT3,,,0,6,"0,1428571429","0,1428571429","3,285714286","0,04347826087",0,0,NA,,,,,
,,,E2,,,0,6,"0,1428571429","0,1428571429","3,285714286","0,04347826087",0,0,NA,,,,,
,,,E3,,,0,6,"0,1428571429","0,1428571429","3,285714286","0,04347826087",0,0,NA,,,,,
11_1,USER_11,direito à posse,SMI2,,,0,0,0,0,0,NA,0,0,NA,,,,,
,,,SMI6,1,1,1,1,0,1,1,1,1,1,1,0,0,0,"0,01","0,01"
,,,SMI7,,,0,1,0,0,1,NA,0,0,NA,,,,,
,,,E3,,,0,1,0,0,1,NA,0,0,NA,,,,,
,,posse injusta,SMI2,,,0,1,"0,25","0,25","2,25",NA,0,0,NA,,,,,
,,,SMI5,,,0,1,"0,25","0,25","2,25",NA,0,0,NA,,,,,
,,,SMI6,1,2,1,2,"0,25","1,25","2,25","0,5555555556","0,98","0,98","0,566893424","-0,8188505609","-0,8024735497","-0,8024735497","0,0180247355","0,02"
,,,E3,,,0,2,"0,25","0,25","2,25",NA,0,0,NA,,,,,
,,,E4,,,0,2,"0,25","0,25","2,25",NA,0,0,NA,,,,,
,,jus possidendi e jus possessionis,SMI3,,,0,2,0,0,"3,25",NA,0,0,NA,,,,,
,,,SMI6,1,1,1,3,0,1,"3,25","0,3076923077",1,1,"0,3076923077","-1,700439718","-1,700439718","-2,502913268","0,03502913268","0,04"
,,,E3,,,,,0,0,"3,25",NA,0,0,NA,,,,,
,,,C6,,,,,0,0,"3,25",NA,0,0,NA,,,,,
,,,SMI6,1,3,1,4,0,1,"3,25","0,3076923077","0,62","0,62","0,4962779156","-1,010779839","-0,6266835","-3,129596768","0,04129596768","0,04"
,,,SMI7,,,,,0,0,"3,25",NA,0,0,NA,,,,,
,,,E4,,,,,0,0,"3,25",NA,0,0,NA,,,,,
11_2,USER_11,locação contas cobrança,PT1,,,0,0,0,0,0,NA,0,0,NA,,,,,
